breath,clock,start_s,peak_s,end_s,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,exhale_slope_norm,onset_level,peak_level,offset_level,n_holds,hold_dur_s,event_marker,phase,condition
802,2025-08-08 16:36:10.406000,2565.05,2567.95,2571.95,2.9,4.0,6.9,8.696,0.725,0.4203,1.3599,-1.4102,17.0373,0.4689,-0.3525,0.0456,1.4055,-0.0047,0,0.0,sart_4,sart_4,unmarked
803,2025-08-08 16:36:17.299000,2571.95,2573.45,2575.35,1.5,1.9,3.4,17.647,0.7895,0.4412,0.2489,-0.2657,3.118,0.1659,-0.1399,-0.0047,0.2442,-0.0215,0,0.0,sart_4,sart_4,unmarked
804,2025-08-08 16:36:20.688000,2575.35,2576.5,2577.8,1.15,1.3,2.45,24.49,0.8846,0.4694,0.2484,-0.2268,3.1125,0.216,-0.1745,-0.0215,0.2269,0.0001,0,0.0,sart_4,sart_4,unmarked
805,2025-08-08 16:36:23.094000,2577.8,2579.35,2581.75,1.55,2.4,3.95,15.19,0.6458,0.3924,0.201,-0.2051,2.5181,0.1297,-0.0854,0.0001,0.2011,-0.004,0,0.0,sart_4,sart_4,unmarked
806,2025-08-08 16:36:27.139000,2581.75,2582.75,2585.05,1.0,2.3,3.3,18.182,0.4348,0.303,0.243,-0.2456,3.0442,0.243,-0.1068,-0.004,0.239,-0.0067,1,0.7,sart_4,sart_4,unmarked
807,2025-08-08 16:36:30.414000,2585.05,2586.0,2588.1,0.95,2.1,3.05,19.672,0.4524,0.3115,0.2571,-0.2908,3.2207,0.2706,-0.1385,-0.0067,0.2504,-0.0404,1,0.4,sart_4,sart_4,unmarked
808,2025-08-08 16:36:33.377000,2588.1,2589.2,2590.6,1.1,1.4,2.5,24.0,0.7857,0.44,0.32,-0.2807,4.0085,0.2909,-0.2005,-0.0404,0.2796,-0.0011,0,0.0,sart_4,sart_4,unmarked
809,2025-08-08 16:36:35.896000,2590.6,2592.1,2593.8,1.5,1.7,3.2,18.75,0.8824,0.4687,0.2939,-0.2387,3.6816,0.1959,-0.1404,-0.0011,0.2928,0.054,1,0.35,sart_4,sart_4,unmarked
810,2025-08-08 16:36:39.080000,2593.8,2594.95,2596.45,1.15,1.5,2.65,22.642,0.7667,0.434,0.2456,-0.2909,3.0764,0.2135,-0.1939,0.054,0.2996,0.0087,0,0.0,sart_4,sart_4,unmarked
811,2025-08-08 16:36:41.814000,2596.45,2597.95,2599.8,1.5,1.85,3.35,17.91,0.8108,0.4478,0.2953,-0.2993,3.6992,0.1968,-0.1618,0.0087,0.304,0.0047,0,0.0,sart_4,sart_4,unmarked
812,2025-08-08 16:36:45.084000,2599.8,2601.0,2602.45,1.2,1.45,2.65,22.642,0.8276,0.4528,0.2973,-0.2939,3.7245,0.2477,-0.2027,0.0047,0.302,0.008,0,0.0,sart_4,sart_4,unmarked
813,2025-08-08 16:36:47.786000,2602.45,2603.85,2605.4,1.4,1.55,2.95,20.339,0.9032,0.4746,0.281,-0.2952,3.5206,0.2007,-0.1905,0.008,0.2891,-0.0061,0,0.0,sart_4,sart_4,unmarked
814,2025-08-08 16:36:50.720000,2605.4,2606.75,2608.4,1.35,1.65,3.0,20.0,0.8182,0.45,0.3528,-0.3462,4.4201,0.2613,-0.2098,-0.0061,0.3467,0.0004,0,0.0,sart_4,sart_4,unmarked
815,2025-08-08 16:36:53.694000,2608.4,2609.65,2610.95,1.25,1.3,2.55,23.529,0.9615,0.4902,0.3077,-0.3278,3.8553,0.2462,-0.2522,0.0004,0.3082,-0.0197,0,0.0,sart_4,sart_4,unmarked
816,2025-08-08 16:36:56.296000,2610.95,2612.25,2613.85,1.3,1.6,2.9,20.69,0.8125,0.4483,0.3145,-0.2991,3.9402,0.2419,-0.1869,-0.0197,0.2948,-0.0043,0,0.0,sart_4,sart_4,unmarked
817,2025-08-08 16:36:59.119000,2613.85,2614.85,2616.65,1.0,1.8,2.8,21.429,0.5556,0.3571,0.3166,-0.3195,3.9669,0.3166,-0.1775,-0.0043,0.3124,-0.0071,0,0.0,sart_4,sart_4,unmarked
818,2025-08-08 16:37:02.003000,2616.65,2617.7,2619.4,1.05,1.7,2.75,21.818,0.6176,0.3818,0.3438,-0.3339,4.307,0.3274,-0.1964,-0.0071,0.3367,0.0028,0,0.0,sart_4,sart_4,unmarked
819,2025-08-08 16:37:04.696000,2619.4,2620.45,2622.1,1.05,1.65,2.7,22.222,0.6364,0.3889,0.3348,-0.3382,4.194,0.3188,-0.205,0.0028,0.3375,-0.0007,0,0.0,sart_4,sart_4,unmarked
820,2025-08-08 16:37:07.404000,2622.1,2623.25,2625.0,1.15,1.75,2.9,20.69,0.6571,0.3966,0.3246,-0.3225,4.0661,0.2822,-0.1843,-0.0007,0.3239,0.0014,0,0.0,sart_4,sart_4,unmarked
821,2025-08-08 16:37:10.279000,2625.0,2626.2,2627.75,1.2,1.55,2.75,21.818,0.7742,0.4364,0.3193,-0.3222,4.0003,0.2661,-0.2079,0.0014,0.3207,-0.0015,0,0.0,sart_4,sart_4,unmarked
822,2025-08-08 16:37:13.103000,2627.75,2628.9,2630.4,1.15,1.5,2.65,22.642,0.7667,0.434,0.2949,-0.2991,3.6951,0.2565,-0.1994,-0.0015,0.2934,-0.0056,0,0.0,sart_4,sart_4,unmarked
823,2025-08-08 16:37:15.686000,2630.4,2631.3,2633.0,0.9,1.7,2.6,23.077,0.5294,0.3462,0.289,-0.2782,3.6213,0.3212,-0.1637,-0.0056,0.2834,0.0052,0,0.0,sart_4,sart_4,unmarked
824,2025-08-08 16:37:18.293000,2633.0,2634.1,2635.75,1.1,1.65,2.75,21.818,0.6667,0.4,0.3319,-0.3401,4.1585,0.3017,-0.2061,0.0052,0.3371,-0.003,0,0.0,sart_4,sart_4,unmarked
825,2025-08-08 16:37:21.082000,2635.75,2637.25,2639.05,1.5,1.8,3.3,18.182,0.8333,0.4545,0.32,-0.306,4.0085,0.2133,-0.17,-0.003,0.317,0.011,0,0.0,sart_4,sart_4,unmarked
826,2025-08-08 16:37:24.407000,2639.05,2640.3,2641.65,1.25,1.35,2.6,23.077,0.9259,0.4808,0.3091,-0.2992,3.8719,0.2472,-0.2216,0.011,0.3201,0.0209,0,0.0,sart_4,sart_4,unmarked
827,2025-08-08 16:37:26.986000,2641.65,2643.45,2645.3,1.8,1.85,3.65,16.438,0.973,0.4932,0.2186,-0.2327,2.7393,0.1215,-0.1258,0.0209,0.2395,0.0068,0,0.0,sart_4,sart_4,unmarked
828,2025-08-08 16:37:30.587000,2645.3,2646.7,2648.5,1.4,1.8,3.2,18.75,0.7778,0.4375,0.3174,-0.3053,3.9766,0.2267,-0.1696,0.0068,0.3242,0.0189,0,0.0,sart_4,sart_4,unmarked
829,2025-08-08 16:37:33.796000,2648.5,2649.7,2651.15,1.2,1.45,2.65,22.642,0.8276,0.4528,0.3194,-0.3398,4.0011,0.2661,-0.2343,0.0189,0.3383,-0.0015,0,0.0,sart_4,sart_4,unmarked
830,2025-08-08 16:37:36.502000,2651.15,2652.65,2654.25,1.5,1.6,3.1,19.355,0.9375,0.4839,0.2971,-0.3021,3.7225,0.1981,-0.1888,-0.0015,0.2956,-0.0065,0,0.0,sart_4,sart_4,unmarked
831,2025-08-08 16:37:39.588000,2654.25,2655.45,2657.3,1.2,1.85,3.05,19.672,0.6486,0.3934,0.2976,-0.296,3.7287,0.248,-0.16,-0.0065,0.2911,-0.0049,0,0.0,sart_4,sart_4,unmarked
832,2025-08-08 16:37:42.587000,2657.3,2658.6,2660.25,1.3,1.65,2.95,20.339,0.7879,0.4407,0.3078,-0.3043,3.8561,0.2368,-0.1844,-0.0049,0.3029,-0.0014,0,0.0,sart_4,sart_4,unmarked
833,2025-08-08 16:37:45.591000,2660.25,2661.6,2663.2,1.35,1.6,2.95,20.339,0.8437,0.4576,0.3118,-0.3136,3.9064,0.231,-0.196,-0.0014,0.3104,-0.0033,0,0.0,sart_4,sart_4,unmarked
834,2025-08-08 16:37:48.590000,2663.2,2664.55,2666.1,1.35,1.55,2.9,20.69,0.871,0.4655,0.324,-0.3182,4.0586,0.24,-0.2053,-0.0033,0.3207,0.0025,0,0.0,sart_4,sart_4,unmarked
835,2025-08-08 16:37:51.376000,2666.1,2667.3,2669.0,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3176,-0.3145,3.9785,0.2646,-0.185,0.0025,0.32,0.0055,0,0.0,sart_4,sart_4,unmarked
836,2025-08-08 16:37:54.290000,2669.0,2670.25,2671.95,1.25,1.7,2.95,20.339,0.7353,0.4237,0.3254,-0.3247,4.0764,0.2603,-0.191,0.0055,0.3309,0.0062,0,0.0,sart_4,sart_4,unmarked
837,2025-08-08 16:37:57.287000,2671.95,2673.15,2674.85,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3012,-0.3447,3.7735,0.251,-0.2028,0.0062,0.3074,-0.0373,0,0.0,sart_4,sart_4,unmarked
838,2025-08-08 16:38:00.206000,2674.85,2676.4,2677.95,1.55,1.55,3.1,19.355,1.0,0.5,0.3184,-0.3265,3.9884,0.2054,-0.2107,-0.0373,0.2811,-0.0455,0,0.0,sart_4,sart_4,unmarked
839,2025-08-08 16:38:03.296000,2677.95,2679.25,2680.6,1.3,1.35,2.65,22.642,0.963,0.4906,0.3133,-0.2808,3.925,0.241,-0.208,-0.0455,0.2678,-0.013,0,0.0,sart_4,sart_4,unmarked
840,2025-08-08 16:38:05.896000,2680.6,2684.05,2688.1,3.45,4.05,7.5,8.0,0.8519,0.46,1.0527,-1.0051,13.1882,0.3051,-0.2482,-0.013,1.0397,0.0346,0,0.0,sart_4,sart_4,unmarked
841,2025-08-08 16:38:13.398000,2688.1,2688.45,2689.35,0.35,0.9,1.25,48.0,0.3889,0.28,0.4406,-0.4681,5.5205,1.259,-0.5201,0.0346,0.4752,0.0071,1,0.5,sart_4,sart_4,unmarked
842,2025-08-08 16:38:14.689000,2689.35,2690.25,2691.55,0.9,1.3,2.2,27.273,0.6923,0.4091,0.2346,-0.2481,2.9394,0.2607,-0.1909,0.0071,0.2417,-0.0064,0,0.0,sart_4,sart_4,unmarked
843,2025-08-08 16:38:16.883000,2691.55,2693.65,2696.0,2.1,2.35,4.45,13.483,0.8936,0.4719,0.5083,-0.523,6.3678,0.242,-0.2225,-0.0064,0.5018,-0.0211,0,0.0,sart_4,sart_4,unmarked
844,2025-08-08 16:38:21.290000,2696.0,2697.5,2698.6,1.5,1.1,2.6,23.077,1.3636,0.5769,0.2177,-0.1856,2.7277,0.1451,-0.1688,-0.0211,0.1966,0.0109,0,0.0,sart_4,sart_4,unmarked
845,2025-08-08 16:38:23.867000,2698.6,2699.5,2701.2,0.9,1.7,2.6,23.077,0.5294,0.3462,0.3451,-0.3905,4.324,0.3835,-0.2297,0.0109,0.3561,-0.0344,0,0.0,stressor_test_2,stressor_test_2,unmarked
846,2025-08-08 16:38:26.485000,2701.2,2702.1,2705.75,0.9,3.65,4.55,13.187,0.2466,0.1978,0.3577,-0.3104,4.4808,0.3974,-0.085,-0.0344,0.3232,0.0128,1,0.8,stressor_test_2,stressor_test_2,unmarked
847,2025-08-08 16:38:31.096000,2705.75,2706.65,2708.35,0.9,1.7,2.6,23.077,0.5294,0.3462,0.1629,-0.2241,2.0409,0.181,-0.1318,0.0128,0.1757,-0.0484,0,0.0,stressor_test_2,stressor_test_2,unmarked
848,2025-08-08 16:38:33.713000,2708.35,2709.25,2710.55,0.9,1.3,2.2,27.273,0.6923,0.4091,0.2401,-0.2091,3.0082,0.2668,-0.1608,-0.0484,0.1917,-0.0174,0,0.0,stressor_test_2,stressor_test_2,unmarked
849,2025-08-08 16:38:35.906000,2710.55,2712.45,2713.85,1.9,1.4,3.3,18.182,1.3571,0.5758,0.3045,-0.2992,3.8147,0.1603,-0.2137,-0.0174,0.2871,-0.0121,0,0.0,stressor_test_2,stressor_test_2,unmarked
850,2025-08-08 16:38:39.201000,2713.85,2715.4,2717.3,1.55,1.9,3.45,17.391,0.8158,0.4493,0.3357,-0.3112,4.2052,0.2166,-0.1638,-0.0121,0.3236,0.0123,0,0.0,stressor_test_2,stressor_test_2,unmarked
851,2025-08-08 16:38:42.596000,2717.3,2718.3,2720.8,1.0,2.5,3.5,17.143,0.4,0.2857,0.4168,-0.3564,5.2219,0.4168,-0.1426,0.0123,0.4292,0.0728,1,0.45,stressor_test_2,stressor_test_2,unmarked
852,2025-08-08 16:38:46.099000,2720.8,2721.15,2722.1,0.35,0.95,1.3,46.154,0.3684,0.2692,0.1378,-0.1363,1.7267,0.3938,-0.1435,0.0728,0.2106,0.0742,0,0.0,stressor_test_2,stressor_test_2,unmarked
853,2025-08-08 16:38:47.390000,2722.1,2722.8,2724.45,0.7,1.65,2.35,25.532,0.4242,0.2979,0.2676,-0.3418,3.3527,0.3823,-0.2071,0.0742,0.3418,0.0,0,0.0,stressor_test_2,stressor_test_2,unmarked
854,2025-08-08 16:38:49.796000,2724.45,2725.6,2730.1,1.15,4.5,5.65,10.619,0.2556,0.2035,0.4046,-0.4014,5.0693,0.3518,-0.0892,0.0,0.4047,0.0033,0,0.0,stressor_test_2,stressor_test_2,unmarked
855,2025-08-08 16:38:55.486000,2730.1,2730.95,2732.2,0.85,1.25,2.1,28.571,0.68,0.4048,0.2166,-0.2495,2.7139,0.2548,-0.1996,0.0033,0.2199,-0.0296,0,0.0,stressor_test_2,stressor_test_2,unmarked
856,2025-08-08 16:38:57.473000,2732.2,2734.4,2735.2,2.2,0.8,3.0,20.0,2.75,0.7333,0.3475,-0.2115,4.354,0.158,-0.2644,-0.0296,0.318,0.1065,0,0.0,stressor_test_2,stressor_test_2,unmarked
857,2025-08-08 16:39:00.496000,2735.2,2735.75,2736.75,0.55,1.0,1.55,38.71,0.55,0.3548,0.1681,-0.1896,2.1065,0.3057,-0.1896,0.1065,0.2746,0.085,0,0.0,stressor_test_2,stressor_test_2,unmarked
858,2025-08-08 16:39:02.086000,2736.75,2737.1,2739.25,0.35,2.15,2.5,24.0,0.1628,0.14,0.1592,-0.2339,1.9946,0.4549,-0.1088,0.085,0.2442,0.0103,0,0.0,stressor_test_2,stressor_test_2,unmarked
859,2025-08-08 16:39:04.614000,2739.25,2740.2,2741.55,0.95,1.35,2.3,26.087,0.7037,0.413,0.2511,-0.2614,3.1452,0.2643,-0.1936,0.0103,0.2614,0.0,0,0.0,stressor_test_2,stressor_test_2,unmarked
860,2025-08-08 16:39:06.886000,2741.55,2743.5,2745.9,1.95,2.4,4.35,13.793,0.8125,0.4483,0.3128,-0.2532,3.9186,0.1604,-0.1055,0.0,0.3128,0.0596,0,0.0,stressor_test_2,stressor_test_2,unmarked
861,2025-08-08 16:39:11.178000,2745.9,2746.9,2749.45,1.0,2.55,3.55,16.901,0.3922,0.2817,0.4086,-0.4727,5.1185,0.4086,-0.1854,0.0596,0.4681,-0.0045,0,0.0,stressor_test_2,stressor_test_2,unmarked
862,2025-08-08 16:39:14.783000,2749.45,2756.5,2758.3,7.05,1.8,8.85,6.78,3.9167,0.7966,1.7309,-1.6062,21.6856,0.2455,-0.8923,-0.0045,1.7264,0.1202,1,0.6,stressor_test_2,stressor_test_2,unmarked
863,2025-08-08 16:39:23.572000,2758.3,2759.6,2762.9,1.3,3.3,4.6,13.043,0.3939,0.2826,0.4433,-0.5606,5.5541,0.341,-0.1699,0.1202,0.5635,0.0029,0,0.0,stressor_test_2,stressor_test_2,unmarked
864,2025-08-08 16:39:28.187000,2762.9,2763.25,2764.2,0.35,0.95,1.3,46.154,0.3684,0.2692,0.213,-0.2383,2.669,0.6087,-0.2509,0.0029,0.2159,-0.0224,0,0.0,stressor_test_2,stressor_test_2,unmarked
865,2025-08-08 16:39:29.478000,2764.2,2767.45,2769.65,3.25,2.2,5.45,11.009,1.4773,0.5963,0.4409,-0.3929,5.5239,0.1357,-0.1786,-0.0224,0.4185,0.0256,0,0.0,stressor_test_2,stressor_test_2,unmarked
866,2025-08-08 16:39:34.997000,2769.65,2770.95,2774.45,1.3,3.5,4.8,12.5,0.3714,0.2708,0.2888,-0.3112,3.6179,0.2221,-0.0889,0.0256,0.3144,0.0032,1,1.45,stressor_test_2,stressor_test_2,unmarked
867,2025-08-08 16:39:39.806000,2774.45,2776.8,2778.55,2.35,1.75,4.1,14.634,1.3429,0.5732,0.3305,-0.3184,4.1406,0.1406,-0.182,0.0032,0.3337,0.0153,0,0.0,stressor_test_2,stressor_test_2,unmarked
868,2025-08-08 16:39:43.876000,2778.55,2780.05,2784.3,1.5,4.25,5.75,10.435,0.3529,0.2609,0.8125,-0.8411,10.1791,0.5417,-0.1979,0.0153,0.8278,-0.0134,0,0.0,stressor_test_2,stressor_test_2,unmarked
869,2025-08-08 16:39:49.576000,2784.3,2786.85,2789.15,2.55,2.3,4.85,12.371,1.1087,0.5258,0.3499,-0.3665,4.3837,0.1372,-0.1594,-0.0134,0.3365,-0.03,0,0.0,stressor_test_2,stressor_test_2,unmarked
870,2025-08-08 16:39:54.500000,2789.15,2790.0,2792.25,0.85,2.25,3.1,19.355,0.3778,0.2742,0.1887,-0.198,2.3635,0.2219,-0.088,-0.03,0.1586,-0.0393,1,0.65,stressor_test_2,stressor_test_2,unmarked
871,2025-08-08 16:39:57.596000,2792.25,2793.1,2794.5,0.85,1.4,2.25,26.667,0.6071,0.3778,0.245,-0.1826,3.0688,0.2882,-0.1304,-0.0393,0.2056,0.0231,0,0.0,stressor_test_2,stressor_test_2,unmarked
872,2025-08-08 16:39:59.784000,2794.5,2795.2,2798.35,0.7,3.15,3.85,15.584,0.2222,0.1818,0.2695,-0.2979,3.376,0.385,-0.0946,0.0231,0.2925,-0.0054,0,0.0,stressor_test_2,stressor_test_2,unmarked
873,2025-08-08 16:40:03.709000,2798.35,2799.15,2801.4,0.8,2.25,3.05,19.672,0.3556,0.2623,0.1863,-0.2312,2.3337,0.2328,-0.1028,-0.0054,0.1809,-0.0503,0,0.0,stressor_test_2,stressor_test_2,unmarked
874,2025-08-08 16:40:06.683000,2801.4,2802.6,2804.4,1.2,1.8,3.0,20.0,0.6667,0.4,0.2445,-0.2487,3.0626,0.2037,-0.1382,-0.0503,0.1941,-0.0546,1,0.4,stressor_test_2,stressor_test_2,unmarked
875,2025-08-08 16:40:09.678000,2804.4,2805.6,2808.4,1.2,2.8,4.0,15.0,0.4286,0.3,0.3153,-0.2565,3.9502,0.2628,-0.0916,-0.0546,0.2607,0.0042,1,0.55,stressor_test_2,stressor_test_2,unmarked
876,2025-08-08 16:40:13.698000,2808.4,2809.3,2810.75,0.9,1.45,2.35,25.532,0.6207,0.383,0.2496,-0.221,3.1274,0.2774,-0.1524,0.0042,0.2539,0.0328,0,0.0,stressor_test_2,stressor_test_2,unmarked
877,2025-08-08 16:40:16.103000,2810.75,2811.15,2813.25,0.4,2.1,2.5,24.0,0.1905,0.16,0.3717,-0.4802,4.6571,0.9293,-0.2287,0.0328,0.4045,-0.0757,0,0.0,stressor_test_2,stressor_test_2,unmarked
878,2025-08-08 16:40:18.533000,2813.25,2814.5,2818.05,1.25,3.55,4.8,12.5,0.3521,0.2604,0.6455,-0.1911,8.0865,0.5164,-0.0538,-0.0757,0.5698,0.3787,0,0.0,stressor_test_2,stressor_test_2,unmarked
879,2025-08-08 16:40:23.391000,2818.05,2819.35,2824.8,1.3,5.45,6.75,8.889,0.2385,0.1926,0.9693,-1.4269,12.1437,0.7456,-0.2618,0.3787,1.348,-0.0789,0,0.0,stressor_test_2,stressor_test_2,unmarked
880,2025-08-08 16:40:30.081000,2824.8,2827.5,2829.1,2.7,1.6,4.3,13.953,1.6875,0.6279,1.2055,-0.9667,15.1032,0.4465,-0.6042,-0.0789,1.1266,0.16,0,0.0,stressor_test_2,stressor_test_2,unmarked
881,2025-08-08 16:40:34.367000,2829.1,2830.15,2833.6,1.05,3.45,4.5,13.333,0.3043,0.2333,0.4817,-0.6116,6.0352,0.4588,-0.1773,0.16,0.6417,0.0301,1,0.7,stressor_test_2,stressor_test_2,unmarked
882,2025-08-08 16:40:38.900000,2833.6,2837.1,2840.9,3.5,3.8,7.3,8.219,0.9211,0.4795,0.5572,-0.7626,6.9805,0.1592,-0.2007,0.0301,0.5872,-0.1754,1,1.55,stressor_test_2,stressor_test_2,unmarked
883,2025-08-08 16:40:46.188000,2840.9,2844.8,2849.15,3.9,4.35,8.25,7.273,0.8966,0.4727,0.6505,-0.6177,8.1496,0.1668,-0.142,-0.1754,0.4751,-0.1426,1,1.65,stressor_test_2,stressor_test_2,unmarked
884,2025-08-08 16:40:54.499000,2849.15,2852.4,2854.15,3.25,1.75,5.0,12.0,1.8571,0.65,1.154,-0.7416,14.4583,0.3551,-0.4238,-0.1426,1.0114,0.2698,0,0.0,stressor_test_2,stressor_test_2,unmarked
885,2025-08-08 16:40:59.485000,2854.15,2854.7,2856.0,0.55,1.3,1.85,32.432,0.4231,0.2973,0.3548,-0.5946,4.4456,0.6452,-0.4574,0.2698,0.6247,0.0301,0,0.0,stressor_test_2,stressor_test_2,unmarked
886,2025-08-08 16:41:01.280000,2856.0,2856.7,2859.65,0.7,2.95,3.65,16.438,0.2373,0.1918,0.6334,-0.5574,7.9361,0.9049,-0.189,0.0301,0.6635,0.1061,1,0.45,stressor_test_2,stressor_test_2,unmarked
887,2025-08-08 16:41:05,2859.65,2860.45,2861.95,0.8,1.5,2.3,26.087,0.5333,0.3478,0.2863,-0.2953,3.5869,0.3579,-0.1969,0.1061,0.3924,0.0971,0,0.0,stressor_test_2,stressor_test_2,unmarked
888,2025-08-08 16:41:07.314000,2861.95,2863.9,2867.55,1.95,3.65,5.6,10.714,0.5342,0.3482,0.4829,-0.5342,6.05,0.2476,-0.1464,0.0971,0.58,0.0458,0,0.0,stressor_test_2,stressor_test_2,unmarked
889,2025-08-08 16:41:12.889000,2867.55,2868.3,2870.05,0.75,1.75,2.5,24.0,0.4286,0.3,0.2466,-0.2372,3.0894,0.3288,-0.1355,0.0458,0.2924,0.0552,1,0.7,stressor_test_2,stressor_test_2,unmarked
890,2025-08-08 16:41:15.317000,2870.05,2871.05,2874.15,1.0,3.1,4.1,14.634,0.3226,0.2439,0.4884,-0.5064,6.1187,0.4884,-0.1634,0.0552,0.5436,0.0372,0,0.0,stressor_test_2,stressor_test_2,unmarked
891,2025-08-08 16:41:19.495000,2874.15,2875.05,2876.85,0.9,1.8,2.7,22.222,0.5,0.3333,0.2255,-0.3255,2.8255,0.2506,-0.1808,0.0372,0.2627,-0.0627,1,0.4,stressor_test_2,stressor_test_2,unmarked
892,2025-08-08 16:41:22.193000,2876.85,2877.9,2879.3,1.05,1.4,2.45,24.49,0.75,0.4286,0.3396,-0.3121,4.2543,0.3234,-0.2229,-0.0627,0.2768,-0.0353,0,0.0,stressor_test_2,stressor_test_2,unmarked
893,2025-08-08 16:41:24.588000,2879.3,2880.55,2884.65,1.25,4.1,5.35,11.215,0.3049,0.2336,0.5558,-0.6154,6.9627,0.4446,-0.1501,-0.0353,0.5205,-0.0949,2,0.85,stressor_test_2,stressor_test_2,unmarked
894,2025-08-08 16:41:29.990000,2884.65,2885.6,2887.3,0.95,1.7,2.65,22.642,0.5588,0.3585,0.5167,-0.499,6.474,0.5439,-0.2935,-0.0949,0.4218,-0.0772,0,0.0,stressor_test_2,stressor_test_2,unmarked
895,2025-08-08 16:41:32.572000,2887.3,2888.2,2889.7,0.9,1.5,2.4,25.0,0.6,0.375,0.4333,-0.9493,5.4288,0.4815,-0.6329,-0.0772,0.3561,-0.5931,1,0.3,stressor_test_2,stressor_test_2,unmarked
896,2025-08-08 16:41:34.972000,2889.7,2890.4,2893.65,0.7,3.25,3.95,15.19,0.2154,0.1772,0.458,-0.4363,5.7386,0.6544,-0.1342,-0.5931,-0.1351,-0.5714,1,0.75,stressor_test_2,stressor_test_2,unmarked
897,2025-08-08 16:41:38.986000,2893.65,2895.15,2897.15,1.5,2.0,3.5,17.143,0.75,0.4286,0.9002,-0.651,11.2785,0.6002,-0.3255,-0.5714,0.3288,-0.3222,0,0.0,stressor_test_2,stressor_test_2,unmarked
898,2025-08-08 16:41:42.496000,2897.15,2900.7,2903.55,3.55,2.85,6.4,9.375,1.2456,0.5547,1.334,-0.852,16.713,0.3758,-0.299,-0.3222,1.0119,0.1598,1,0.35,stressor_test_2,stressor_test_2,unmarked
899,2025-08-08 16:41:48.889000,2903.55,2904.65,2906.45,1.1,1.8,2.9,20.69,0.6111,0.3793,0.3815,-0.4302,4.7792,0.3468,-0.239,0.1598,0.5413,0.1111,0,0.0,stressor_test_2,stressor_test_2,unmarked
900,2025-08-08 16:41:51.796000,2906.45,2907.95,2909.5,1.5,1.55,3.05,19.672,0.9677,0.4918,0.3884,-0.3861,4.8657,0.2589,-0.2491,0.1111,0.4994,0.1133,0,0.0,stressor_test_2,stressor_test_2,unmarked
901,2025-08-08 16:41:54.797000,2909.5,2910.3,2913.55,0.8,3.25,4.05,14.815,0.2462,0.1975,0.5841,-0.6234,7.3179,0.7301,-0.1918,0.1133,0.6974,0.074,0,0.0,stressor_test_2,stressor_test_2,unmarked
902,2025-08-08 16:41:58.883000,2913.55,2914.6,2916.25,1.05,1.65,2.7,22.222,0.6364,0.3889,0.5559,-0.3592,6.964,0.5294,-0.2177,0.074,0.6298,0.2707,0,0.0,stressor_test_2,stressor_test_2,unmarked
903,2025-08-08 16:42:01.583000,2916.25,2917.85,2921.5,1.6,3.65,5.25,11.429,0.4384,0.3048,0.8348,-0.8224,10.4585,0.5217,-0.2253,0.2707,1.1054,0.283,0,0.0,stressor_test_2,stressor_test_2,unmarked
904,2025-08-08 16:42:06.801000,2921.5,2922.65,2925.5,1.15,2.85,4.0,15.0,0.4035,0.2875,0.594,-0.6056,7.4422,0.5165,-0.2125,0.283,0.8771,0.2715,1,0.35,stressor_test_2,stressor_test_2,unmarked
905,2025-08-08 16:42:10.792000,2925.5,2926.5,2927.7,1.0,1.2,2.2,27.273,0.8333,0.4545,0.386,-0.6082,4.8365,0.386,-0.5068,0.2715,0.6576,0.0494,0,0.0,stressor_test_2,stressor_test_2,unmarked
906,2025-08-08 16:42:12.981000,2927.7,2929.25,2931.9,1.55,2.65,4.2,14.286,0.5849,0.369,0.3897,-0.4942,4.8824,0.2514,-0.1865,0.0494,0.4391,-0.055,0,0.0,stressor_test_2,stressor_test_2,unmarked
907,2025-08-08 16:42:17.176000,2931.9,2933.05,2934.8,1.15,1.75,2.9,20.69,0.6571,0.3966,0.3609,-0.3357,4.5212,0.3138,-0.1918,-0.055,0.3058,-0.0299,0,0.0,stressor_test_2,stressor_test_2,unmarked
908,2025-08-08 16:42:20.096000,2934.8,2936.9,2940.25,2.1,3.35,5.45,11.009,0.6269,0.3853,0.5788,-0.5398,7.2513,0.2756,-0.1611,-0.0299,0.5489,0.0091,1,0.5,stressor_test_2,stressor_test_2,unmarked
909,2025-08-08 16:42:25.585000,2940.25,2941.2,2943.1,0.95,1.9,2.85,21.053,0.5,0.3333,0.3484,-0.3897,4.3643,0.3667,-0.2051,0.0091,0.3574,-0.0323,1,0.6,stressor_test_2,stressor_test_2,unmarked
910,2025-08-08 16:42:28.369000,2943.1,2944.4,2946.0,1.3,1.6,2.9,20.69,0.8125,0.4483,0.3983,-0.3684,4.9897,0.3064,-0.2302,-0.0323,0.3659,-0.0024,1,0.3,stressor_test_2,stressor_test_2,unmarked
911,2025-08-08 16:42:31.283000,2946.0,2947.55,2950.05,1.55,2.5,4.05,14.815,0.62,0.3827,0.6172,-0.5947,7.733,0.3982,-0.2379,-0.0024,0.6148,0.0201,0,0.0,stressor_test_2,stressor_test_2,unmarked
