breath,clock,start_s,peak_s,end_s,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,exhale_slope_norm,onset_level,peak_level,offset_level,n_holds,hold_dur_s,event_marker,phase,condition
687,2025-08-08 16:30:06.321000,2201.05,2202.25,2203.85,1.2,1.6,2.8,21.429,0.75,0.4286,0.2843,-0.2788,3.5621,0.2369,-0.1742,0.0039,0.2882,0.0095,0,0.0,sart_3,sart_3,unmarked
688,2025-08-08 16:30:09.137000,2203.85,2205.15,2206.5,1.3,1.35,2.65,22.642,0.963,0.4906,0.3295,-0.3402,4.1282,0.2535,-0.252,0.0095,0.339,-0.0012,0,0.0,sart_3,sart_3,unmarked
689,2025-08-08 16:30:11.835000,2206.5,2207.95,2209.35,1.45,1.4,2.85,21.053,1.0357,0.5088,0.2853,-0.2841,3.5743,0.1968,-0.2029,-0.0012,0.2841,-0.0,0,0.0,sart_3,sart_3,unmarked
690,2025-08-08 16:30:14.630000,2209.35,2210.4,2212.15,1.05,1.75,2.8,21.429,0.6,0.375,0.3277,-0.3436,4.1054,0.3121,-0.1964,-0.0,0.3277,-0.016,1,0.35,sart_3,sart_3,unmarked
691,2025-08-08 16:30:17.527000,2212.15,2215.1,2217.15,2.95,2.05,5.0,12.0,1.439,0.59,1.6717,-1.6523,20.9443,0.5667,-0.806,-0.016,1.6558,0.0035,0,0.0,break_1,break_1,unmarked
692,2025-08-08 16:30:22.417000,2217.15,2221.05,2222.25,3.9,1.2,5.1,11.765,3.25,0.7647,0.3083,-0.2113,3.8625,0.0791,-0.1761,0.0035,0.3118,0.1005,0,0.0,break_1,break_1,unmarked
693,2025-08-08 16:30:27.598000,2222.25,2223.05,2224.9,0.8,1.85,2.65,22.642,0.4324,0.3019,0.1547,-0.2238,1.9383,0.1934,-0.121,0.1005,0.2552,0.0314,0,0.0,break_1,break_1,unmarked
694,2025-08-08 16:30:30.209000,2224.9,2226.2,2228.4,1.3,2.2,3.5,17.143,0.5909,0.3714,0.268,-0.293,3.3574,0.2061,-0.1332,0.0314,0.2993,0.0064,0,0.0,break_1,break_1,unmarked
695,2025-08-08 16:30:33.684000,2228.4,2229.85,2231.75,1.45,1.9,3.35,17.91,0.7632,0.4328,0.2716,-0.2648,3.4032,0.1873,-0.1394,0.0064,0.278,0.0132,0,0.0,break_1,break_1,unmarked
696,2025-08-08 16:30:37.106000,2231.75,2233.6,2235.65,1.85,2.05,3.9,15.385,0.9024,0.4744,0.3325,-0.3286,4.1659,0.1797,-0.1603,0.0132,0.3457,0.0172,1,0.65,break_1,break_1,unmarked
697,2025-08-08 16:30:41.007000,2235.65,2236.85,2238.95,1.2,2.1,3.3,18.182,0.5714,0.3636,0.31,-0.3201,3.8842,0.2584,-0.1524,0.0172,0.3272,0.0071,0,0.0,break_1,break_1,unmarked
698,2025-08-08 16:30:44.219000,2238.95,2240.25,2242.0,1.3,1.75,3.05,19.672,0.7429,0.4262,0.3085,-0.3076,3.8647,0.2373,-0.1758,0.0071,0.3156,0.008,0,0.0,break_1,break_1,unmarked
699,2025-08-08 16:30:47.302000,2242.0,2243.55,2245.05,1.55,1.5,3.05,19.672,1.0333,0.5082,0.3774,-0.3696,4.7287,0.2435,-0.2464,0.008,0.3854,0.0158,0,0.0,break_1,break_1,unmarked
700,2025-08-08 16:30:50.393000,2245.05,2246.45,2248.65,1.4,2.2,3.6,16.667,0.6364,0.3889,0.3406,-0.3619,4.2672,0.2433,-0.1645,0.0158,0.3564,-0.0054,1,0.25,break_1,break_1,unmarked
701,2025-08-08 16:30:53.929000,2248.65,2249.7,2251.5,1.05,1.8,2.85,21.053,0.5833,0.3684,0.3717,-0.3589,4.6574,0.354,-0.1994,-0.0054,0.3663,0.0074,1,0.3,break_1,break_1,unmarked
702,2025-08-08 16:30:56.781000,2251.5,2252.7,2254.3,1.2,1.6,2.8,21.429,0.75,0.4286,0.3302,-0.3506,4.1374,0.2752,-0.2191,0.0074,0.3376,-0.013,0,0.0,break_1,break_1,unmarked
703,2025-08-08 16:30:59.603000,2254.3,2255.45,2259.0,1.15,3.55,4.7,12.766,0.3239,0.2447,0.3498,-0.3255,4.3822,0.3042,-0.0917,-0.013,0.3368,0.0113,2,1.2,break_1,break_1,unmarked
704,2025-08-08 16:31:04.278000,2259.0,2260.6,2262.8,1.6,2.2,3.8,15.789,0.7273,0.4211,0.3487,-0.3775,4.3692,0.218,-0.1716,0.0113,0.36,-0.0174,0,0.0,break_1,break_1,unmarked
705,2025-08-08 16:31:08.089000,2262.8,2264.15,2266.45,1.35,2.3,3.65,16.438,0.587,0.3699,0.4475,-0.4392,5.6068,0.3315,-0.191,-0.0174,0.4301,-0.0091,1,0.4,break_1,break_1,unmarked
706,2025-08-08 16:31:11.811000,2266.45,2267.65,2269.55,1.2,1.9,3.1,19.355,0.6316,0.3871,0.2855,-0.2758,3.5774,0.238,-0.1451,-0.0091,0.2764,0.0006,1,0.3,break_1,break_1,unmarked
707,2025-08-08 16:31:14.907000,2269.55,2270.7,2272.65,1.15,1.95,3.1,19.355,0.5897,0.371,0.3314,-0.3386,4.1515,0.2881,-0.1737,0.0006,0.332,-0.0066,0,0.0,break_1,break_1,unmarked
708,2025-08-08 16:31:17.997000,2272.65,2273.75,2275.55,1.1,1.8,2.9,20.69,0.6111,0.3793,0.3136,-0.3125,3.9293,0.2851,-0.1736,-0.0066,0.307,-0.0055,0,0.0,break_1,break_1,unmarked
709,2025-08-08 16:31:20.907000,2275.55,2276.7,2278.5,1.15,1.8,2.95,20.339,0.6389,0.3898,0.3304,-0.316,4.1395,0.2873,-0.1756,-0.0055,0.3249,0.0089,0,0.0,break_1,break_1,unmarked
710,2025-08-08 16:31:23.785000,2278.5,2279.6,2281.75,1.1,2.15,3.25,18.462,0.5116,0.3385,0.2815,-0.2921,3.5271,0.2559,-0.1359,0.0089,0.2904,-0.0017,1,0.7,break_1,break_1,unmarked
711,2025-08-08 16:31:27.077000,2281.75,2283.2,2285.0,1.45,1.8,3.25,18.462,0.8056,0.4462,0.3346,-0.3242,4.1922,0.2308,-0.1801,-0.0017,0.3329,0.0087,0,0.0,break_1,break_1,unmarked
712,2025-08-08 16:31:30.295000,2285.0,2286.4,2288.05,1.4,1.65,3.05,19.672,0.8485,0.459,0.3717,-0.3733,4.6562,0.2655,-0.2263,0.0087,0.3803,0.007,0,0.0,break_1,break_1,unmarked
713,2025-08-08 16:31:33.378000,2288.05,2289.4,2290.9,1.35,1.5,2.85,21.053,0.9,0.4737,0.306,-0.3078,3.8333,0.2266,-0.2052,0.007,0.3129,0.0051,0,0.0,break_1,break_1,unmarked
714,2025-08-08 16:31:36.174000,2290.9,2292.15,2293.75,1.25,1.6,2.85,21.053,0.7813,0.4386,0.2441,-0.255,3.0587,0.1953,-0.1594,0.0051,0.2492,-0.0057,0,0.0,break_1,break_1,unmarked
715,2025-08-08 16:31:39.110000,2293.75,2294.95,2296.6,1.2,1.65,2.85,21.053,0.7273,0.4211,0.3019,-0.2979,3.7827,0.2516,-0.1805,-0.0057,0.2962,-0.0017,0,0.0,break_1,break_1,unmarked
716,2025-08-08 16:31:41.930000,2296.6,2298.15,2299.9,1.55,1.75,3.3,18.182,0.8857,0.4697,0.3811,-0.3688,4.7748,0.2459,-0.2108,-0.0017,0.3794,0.0106,0,0.0,break_1,break_1,unmarked
717,2025-08-08 16:31:45.207000,2299.9,2301.1,2303.1,1.2,2.0,3.2,18.75,0.6,0.375,0.3131,-0.3283,3.922,0.2609,-0.1641,0.0106,0.3236,-0.0046,0,0.0,break_1,break_1,unmarked
718,2025-08-08 16:31:48.377000,2303.1,2304.2,2305.6,1.1,1.4,2.5,24.0,0.7857,0.44,0.3052,-0.3037,3.8231,0.2774,-0.217,-0.0046,0.3005,-0.0032,0,0.0,break_1,break_1,unmarked
719,2025-08-08 16:31:50.897000,2305.6,2306.85,2308.35,1.25,1.5,2.75,21.818,0.8333,0.4545,0.2777,-0.2866,3.4793,0.2222,-0.1911,-0.0032,0.2745,-0.0121,0,0.0,break_1,break_1,unmarked
720,2025-08-08 16:31:53.696000,2308.35,2309.65,2311.1,1.3,1.45,2.75,21.818,0.8966,0.4727,0.2762,-0.2776,3.4604,0.2125,-0.1915,-0.0121,0.2641,-0.0135,0,0.0,break_1,break_1,unmarked
721,2025-08-08 16:31:56.396000,2311.1,2312.2,2313.85,1.1,1.65,2.75,21.818,0.6667,0.4,0.2899,-0.2911,3.6317,0.2635,-0.1764,-0.0135,0.2764,-0.0147,1,0.5,break_1,break_1,unmarked
722,2025-08-08 16:31:59.184000,2313.85,2314.95,2316.8,1.1,1.85,2.95,20.339,0.5946,0.3729,0.2715,-0.2223,3.4015,0.2468,-0.1202,-0.0147,0.2568,0.0344,1,0.4,break_1,break_1,unmarked
723,2025-08-08 16:32:02.089000,2316.8,2317.75,2319.6,0.95,1.85,2.8,21.429,0.5135,0.3393,0.2453,-0.2737,3.0729,0.2582,-0.148,0.0344,0.2797,0.006,1,0.3,break_1,break_1,unmarked
724,2025-08-08 16:32:04.881000,2319.6,2320.75,2322.5,1.15,1.75,2.9,20.69,0.6571,0.3966,0.2756,-0.2777,3.4526,0.2396,-0.1587,0.006,0.2815,0.0039,0,0.0,break_1,break_1,unmarked
725,2025-08-08 16:32:07.792000,2322.5,2323.6,2325.45,1.1,1.85,2.95,20.339,0.5946,0.3729,0.299,-0.3012,3.7459,0.2718,-0.1628,0.0039,0.3029,0.0016,1,0.35,break_1,break_1,unmarked
726,2025-08-08 16:32:10.796000,2325.45,2326.55,2328.3,1.1,1.75,2.85,21.053,0.6286,0.386,0.3054,-0.3108,3.8261,0.2776,-0.1776,0.0016,0.307,-0.0038,1,0.45,break_1,break_1,unmarked
727,2025-08-08 16:32:13.609000,2328.3,2329.55,2331.25,1.25,1.7,2.95,20.339,0.7353,0.4237,0.2841,-0.2802,3.5593,0.2273,-0.1648,-0.0038,0.2803,0.0001,0,0.0,break_1,break_1,unmarked
728,2025-08-08 16:32:16.525000,2331.25,2332.4,2334.1,1.15,1.7,2.85,21.053,0.6765,0.4035,0.2788,-0.2703,3.4933,0.2425,-0.159,0.0001,0.279,0.0086,1,0.45,break_1,break_1,unmarked
729,2025-08-08 16:32:19.397000,2334.1,2336.0,2338.6,1.9,2.6,4.5,13.333,0.7308,0.4222,0.4929,-0.4967,6.1747,0.2594,-0.191,0.0086,0.5015,0.0048,0,0.0,break_1,break_1,unmarked
730,2025-08-08 16:32:23.905000,2338.6,2339.8,2341.95,1.2,2.15,3.35,17.91,0.5581,0.3582,0.2942,-0.3005,3.6864,0.2452,-0.1398,0.0048,0.299,-0.0014,1,0.5,break_1,break_1,unmarked
731,2025-08-08 16:32:27.293000,2341.95,2343.45,2346.15,1.5,2.7,4.2,14.286,0.5556,0.3571,0.347,-0.3521,4.3469,0.2313,-0.1304,-0.0014,0.3455,-0.0065,0,0.0,break_1,break_1,unmarked
732,2025-08-08 16:32:31.496000,2346.15,2347.7,2350.2,1.55,2.5,4.05,14.815,0.62,0.3827,0.3378,-0.335,4.2318,0.2179,-0.134,-0.0065,0.3312,-0.0038,0,0.0,break_1,break_1,unmarked
733,2025-08-08 16:32:35.481000,2350.2,2351.55,2353.3,1.35,1.75,3.1,19.355,0.7714,0.4355,0.3286,-0.3164,4.1166,0.2434,-0.1808,-0.0038,0.3248,0.0084,0,0.0,break_1,break_1,unmarked
734,2025-08-08 16:32:38.601000,2353.3,2354.7,2356.75,1.4,2.05,3.45,17.391,0.6829,0.4058,0.304,-0.3098,3.8092,0.2172,-0.1511,0.0084,0.3125,0.0027,1,0.4,break_1,break_1,unmarked
735,2025-08-08 16:32:42.110000,2356.75,2357.9,2359.85,1.15,1.95,3.1,19.355,0.5897,0.371,0.2708,-0.2737,3.3933,0.2355,-0.1404,0.0027,0.2735,-0.0002,1,0.4,break_1,break_1,unmarked
736,2025-08-08 16:32:45.198000,2359.85,2361.05,2362.8,1.2,1.75,2.95,20.339,0.6857,0.4068,0.3311,-0.3238,4.1483,0.2759,-0.185,-0.0002,0.3309,0.0071,0,0.0,break_1,break_1,unmarked
737,2025-08-08 16:32:48.111000,2362.8,2363.95,2365.75,1.15,1.8,2.95,20.339,0.6389,0.3898,0.3457,-0.3564,4.3311,0.3006,-0.198,0.0071,0.3528,-0.0036,0,0.0,break_1,break_1,unmarked
738,2025-08-08 16:32:51.087000,2365.75,2366.85,2368.65,1.1,1.8,2.9,20.69,0.6111,0.3793,0.3368,-0.3436,4.2193,0.3062,-0.1909,-0.0036,0.3332,-0.0104,0,0.0,break_1,break_1,unmarked
739,2025-08-08 16:32:53.991000,2368.65,2370.45,2372.35,1.8,1.9,3.7,16.216,0.9474,0.4865,0.3417,-0.336,4.281,0.1898,-0.1769,-0.0104,0.3313,-0.0047,1,0.3,break_1,break_1,unmarked
740,2025-08-08 16:32:57.680000,2372.35,2373.45,2375.35,1.1,1.9,3.0,20.0,0.5789,0.3667,0.2942,-0.2927,3.6857,0.2674,-0.1541,-0.0047,0.2895,-0.0033,1,0.25,break_1,break_1,unmarked
741,2025-08-08 16:33:00.680000,2375.35,2376.45,2378.25,1.1,1.8,2.9,20.69,0.6111,0.3793,0.3144,-0.3118,3.9384,0.2858,-0.1732,-0.0033,0.3111,-0.0008,0,0.0,break_1,break_1,unmarked
742,2025-08-08 16:33:03.594000,2378.25,2379.35,2381.25,1.1,1.9,3.0,20.0,0.5789,0.3667,0.3183,-0.3253,3.9883,0.2894,-0.1712,-0.0008,0.3176,-0.0077,1,0.4,break_1,break_1,unmarked
743,2025-08-08 16:33:06.591000,2381.25,2382.4,2384.3,1.15,1.9,3.05,19.672,0.6053,0.377,0.2918,-0.2807,3.6554,0.2537,-0.1477,-0.0077,0.2841,0.0033,1,0.5,break_1,break_1,unmarked
744,2025-08-08 16:33:09.588000,2384.3,2385.5,2387.05,1.2,1.55,2.75,21.818,0.7742,0.4364,0.3069,-0.2993,3.8446,0.2557,-0.1931,0.0033,0.3102,0.0109,0,0.0,break_1,break_1,unmarked
745,2025-08-08 16:33:12.409000,2387.05,2388.2,2389.9,1.15,1.7,2.85,21.053,0.6765,0.4035,0.2847,-0.29,3.5667,0.2476,-0.1706,0.0109,0.2956,0.0056,0,0.0,break_1,break_1,unmarked
746,2025-08-08 16:33:15.200000,2389.9,2391.55,2393.4,1.65,1.85,3.5,17.143,0.8919,0.4714,0.3435,-0.3482,4.3041,0.2082,-0.1882,0.0056,0.3491,0.0009,0,0.0,break_1,break_1,unmarked
747,2025-08-08 16:33:18.706000,2393.4,2394.65,2396.55,1.25,1.9,3.15,19.048,0.6579,0.3968,0.313,-0.3106,3.9214,0.2504,-0.1635,0.0009,0.3139,0.0033,0,0.0,break_1,break_1,unmarked
748,2025-08-08 16:33:21.887000,2396.55,2397.6,2399.6,1.05,2.0,3.05,19.672,0.525,0.3443,0.2857,-0.2881,3.5798,0.2721,-0.1441,0.0033,0.289,0.0009,0,0.0,break_1,break_1,unmarked
749,2025-08-08 16:33:24.897000,2399.6,2400.85,2402.95,1.25,2.1,3.35,17.91,0.5952,0.3731,0.3517,-0.352,4.4057,0.2813,-0.1676,0.0009,0.3526,0.0006,0,0.0,break_1,break_1,unmarked
750,2025-08-08 16:33:28.217000,2402.95,2404.35,2406.15,1.4,1.8,3.2,18.75,0.7778,0.4375,0.3031,-0.307,3.7971,0.2165,-0.1706,0.0006,0.3037,-0.0033,0,0.0,break_1,break_1,unmarked
751,2025-08-08 16:33:31.495000,2406.15,2407.55,2409.3,1.4,1.75,3.15,19.048,0.8,0.4444,0.2811,-0.2719,3.5217,0.2008,-0.1554,-0.0033,0.2778,0.0058,0,0.0,break_1,break_1,unmarked
752,2025-08-08 16:33:34.585000,2409.3,2410.65,2412.3,1.35,1.65,3.0,20.0,0.8182,0.45,0.31,-0.3094,3.8834,0.2296,-0.1875,0.0058,0.3158,0.0064,0,0.0,break_1,break_1,unmarked
753,2025-08-08 16:33:37.587000,2412.3,2413.6,2415.4,1.3,1.8,3.1,19.355,0.7222,0.4194,0.3207,-0.3309,4.0178,0.2467,-0.1838,0.0064,0.3271,-0.0037,0,0.0,break_1,break_1,unmarked
754,2025-08-08 16:33:40.702000,2415.4,2416.55,2418.45,1.15,1.9,3.05,19.672,0.6053,0.377,0.2878,-0.2916,3.6059,0.2503,-0.1535,-0.0037,0.2841,-0.0075,1,0.4,break_1,break_1,unmarked
755,2025-08-08 16:33:43.787000,2418.45,2419.55,2421.55,1.1,2.0,3.1,19.355,0.55,0.3548,0.3317,-0.3346,4.1556,0.3015,-0.1673,-0.0075,0.3242,-0.0104,1,0.7,break_1,break_1,unmarked
756,2025-08-08 16:33:46.910000,2421.55,2422.9,2424.75,1.35,1.85,3.2,18.75,0.7297,0.4219,0.3742,-0.3646,4.688,0.2772,-0.1971,-0.0104,0.3638,-0.0008,0,0.0,break_1,break_1,unmarked
757,2025-08-08 16:33:50.098000,2424.75,2426.25,2428.3,1.5,2.05,3.55,16.901,0.7317,0.4225,0.3423,-0.3469,4.2888,0.2282,-0.1692,-0.0008,0.3415,-0.0054,0,0.0,break_1,break_1,unmarked
758,2025-08-08 16:33:53.605000,2428.3,2429.4,2431.3,1.1,1.9,3.0,20.0,0.5789,0.3667,0.2756,-0.2793,3.4526,0.2505,-0.147,-0.0054,0.2702,-0.0091,0,0.0,break_1,break_1,unmarked
759,2025-08-08 16:33:56.605000,2431.3,2432.45,2433.9,1.15,1.45,2.6,23.077,0.7931,0.4423,0.3025,-0.2855,3.7903,0.2631,-0.1969,-0.0091,0.2934,0.008,0,0.0,break_1,break_1,unmarked
760,2025-08-08 16:33:59.177000,2433.9,2435.15,2437.0,1.25,1.85,3.1,19.355,0.6757,0.4032,0.281,-0.2875,3.5209,0.2248,-0.1554,0.008,0.289,0.0015,1,0.4,break_1,break_1,unmarked
761,2025-08-08 16:34:02.297000,2437.0,2438.1,2439.85,1.1,1.75,2.85,21.053,0.6286,0.386,0.3179,-0.3146,3.9824,0.289,-0.1798,0.0015,0.3194,0.0048,0,0.0,break_1,break_1,unmarked
762,2025-08-08 16:34:05.152000,2439.85,2440.85,2442.65,1.0,1.8,2.8,21.429,0.5556,0.3571,0.3066,-0.3067,3.841,0.3066,-0.1704,0.0048,0.3114,0.0047,1,0.4,break_1,break_1,unmarked
763,2025-08-08 16:34:07.975000,2442.65,2443.75,2445.15,1.1,1.4,2.5,24.0,0.7857,0.44,0.2744,-0.2676,3.4378,0.2495,-0.1911,0.0047,0.2791,0.0116,0,0.0,break_1,break_1,unmarked
764,2025-08-08 16:34:10.486000,2445.15,2446.8,2448.25,1.65,1.45,3.1,19.355,1.1379,0.5323,0.3044,-0.3036,3.8133,0.1845,-0.2094,0.0116,0.3159,0.0123,0,0.0,break_1,break_1,unmarked
765,2025-08-08 16:34:13.615000,2448.25,2450.9,2455.55,2.65,4.65,7.3,8.219,0.5699,0.363,0.963,-0.9684,12.0645,0.3634,-0.2083,0.0123,0.9753,0.0069,0,0.0,break_1,break_1,unmarked
766,2025-08-08 16:34:20.897000,2455.55,2457.0,2458.95,1.45,1.95,3.4,17.647,0.7436,0.4265,0.2581,-0.2654,3.2342,0.178,-0.1361,0.0069,0.2651,-0.0003,0,0.0,break_1,break_1,unmarked
767,2025-08-08 16:34:24.286000,2458.95,2460.6,2463.0,1.65,2.4,4.05,14.815,0.6875,0.4074,0.2821,-0.2873,3.5338,0.1709,-0.1197,-0.0003,0.2818,-0.0055,1,0.8,break_1,break_1,unmarked
768,2025-08-08 16:34:28.284000,2463.0,2464.2,2466.25,1.2,2.05,3.25,18.462,0.5854,0.3692,0.251,-0.2428,3.1447,0.2092,-0.1185,-0.0055,0.2455,0.0027,0,0.0,break_1,break_1,unmarked
769,2025-08-08 16:34:31.578000,2466.25,2467.8,2470.3,1.55,2.5,4.05,14.815,0.62,0.3827,0.2291,-0.2428,2.8701,0.1478,-0.0971,0.0027,0.2318,-0.0111,1,1.0,break_1,break_1,unmarked
770,2025-08-08 16:34:35.604000,2470.3,2471.35,2473.4,1.05,2.05,3.1,19.355,0.5122,0.3387,0.2609,-0.2552,3.2683,0.2484,-0.1245,-0.0111,0.2498,-0.0054,1,0.6,break_1,break_1,unmarked
771,2025-08-08 16:34:38.692000,2473.4,2475.1,2476.65,1.7,1.55,3.25,18.462,1.0968,0.5231,0.2804,-0.2719,3.5134,0.165,-0.1754,-0.0054,0.2751,0.0032,0,0.0,break_1,break_1,unmarked
772,2025-08-08 16:34:41.986000,2476.65,2478.4,2480.45,1.75,2.05,3.8,15.789,0.8537,0.4605,0.3075,-0.3076,3.8523,0.1757,-0.1501,0.0032,0.3107,0.0031,1,0.55,break_1,break_1,unmarked
773,2025-08-08 16:34:45.796000,2480.45,2481.5,2483.55,1.05,2.05,3.1,19.355,0.5122,0.3387,0.2911,-0.2926,3.6465,0.2772,-0.1427,0.0031,0.2941,0.0015,1,0.65,break_1,break_1,unmarked
774,2025-08-08 16:34:48.892000,2483.55,2484.75,2486.6,1.2,1.85,3.05,19.672,0.6486,0.3934,0.3188,-0.3218,3.9943,0.2657,-0.174,0.0015,0.3203,-0.0015,1,0.45,break_1,break_1,unmarked
775,2025-08-08 16:34:51.896000,2486.6,2487.75,2489.65,1.15,1.9,3.05,19.672,0.6053,0.377,0.292,-0.2432,3.6583,0.2539,-0.128,-0.0015,0.2905,0.0473,1,0.5,break_1,break_1,unmarked
776,2025-08-08 16:34:55.016000,2489.65,2490.9,2493.25,1.25,2.35,3.6,16.667,0.5319,0.3472,0.3508,-0.4108,4.3946,0.2806,-0.1748,0.0473,0.3981,-0.0128,1,0.7,break_1,break_1,unmarked
777,2025-08-08 16:34:58.577000,2493.25,2494.45,2496.3,1.2,1.85,3.05,19.672,0.6486,0.3934,0.2892,-0.2877,3.6228,0.241,-0.1555,-0.0128,0.2764,-0.0113,1,0.45,break_1,break_1,unmarked
778,2025-08-08 16:35:01.585000,2496.3,2497.45,2499.45,1.15,2.0,3.15,19.048,0.575,0.3651,0.3165,-0.3168,3.9655,0.2752,-0.1584,-0.0113,0.3053,-0.0115,0,0.0,break_1,break_1,unmarked
779,2025-08-08 16:35:04.824000,2499.45,2500.9,2502.55,1.45,1.65,3.1,19.355,0.8788,0.4677,0.3288,-0.3195,4.119,0.2267,-0.1936,-0.0115,0.3172,-0.0023,0,0.0,break_1,break_1,unmarked
780,2025-08-08 16:35:07.881000,2502.55,2504.05,2505.9,1.5,1.85,3.35,17.91,0.8108,0.4478,0.2733,-0.2696,3.4237,0.1822,-0.1457,-0.0023,0.271,0.0014,0,0.0,break_1,break_1,unmarked
781,2025-08-08 16:35:11.176000,2505.9,2507.7,2509.85,1.8,2.15,3.95,15.19,0.8372,0.4557,0.3195,-0.3287,4.0034,0.1775,-0.1529,0.0014,0.321,-0.0078,0,0.0,break_1,break_1,unmarked
782,2025-08-08 16:35:15.202000,2509.85,2511.1,2513.15,1.25,2.05,3.3,18.182,0.6098,0.3788,0.3117,-0.3117,3.9048,0.2493,-0.152,-0.0078,0.3039,-0.0077,0,0.0,break_1,break_1,unmarked
783,2025-08-08 16:35:18.501000,2513.15,2514.95,2516.2,1.8,1.25,3.05,19.672,1.44,0.5902,0.3009,-0.213,3.7697,0.1672,-0.1704,-0.0077,0.2932,0.0801,0,0.0,subject_idle,subject_idle,unmarked
784,2025-08-08 16:35:21.499000,2516.2,2516.75,2517.55,0.55,0.8,1.35,44.444,0.6875,0.4074,0.1037,-0.1454,1.2996,0.1886,-0.1817,0.0801,0.1838,0.0385,1,0.65,subject_idle,subject_idle,unmarked
785,2025-08-08 16:35:22.912000,2517.55,2518.65,2520.65,1.1,2.0,3.1,19.355,0.55,0.3548,0.2555,-0.2954,3.2007,0.2322,-0.1477,0.0385,0.294,-0.0014,0,0.0,subject_idle,subject_idle,unmarked
786,2025-08-08 16:35:25.997000,2520.65,2521.85,2522.95,1.2,1.1,2.3,26.087,1.0909,0.5217,0.3194,-0.2908,4.0014,0.2662,-0.2644,-0.0014,0.318,0.0271,0,0.0,subject_idle,subject_idle,unmarked
787,2025-08-08 16:35:28.310000,2522.95,2523.35,2524.05,0.4,0.7,1.1,54.545,0.5714,0.3636,0.1588,-0.1524,1.9896,0.397,-0.2177,0.0271,0.1859,0.0336,1,0.55,subject_idle,subject_idle,unmarked
788,2025-08-08 16:35:29.419000,2524.05,2525.0,2527.0,0.95,2.0,2.95,20.339,0.475,0.322,0.2468,-0.2937,3.0925,0.2598,-0.1468,0.0336,0.2804,-0.0133,1,0.75,sart_4,sart_4,unmarked
789,2025-08-08 16:35:32.297000,2527.0,2528.2,2530.35,1.2,2.15,3.35,17.91,0.5581,0.3582,0.2863,-0.3164,3.587,0.2386,-0.1472,-0.0133,0.273,-0.0434,1,0.45,sart_4,sart_4,unmarked
790,2025-08-08 16:35:35.687000,2530.35,2531.4,2533.4,1.05,2.0,3.05,19.672,0.525,0.3443,0.4503,-0.3736,5.641,0.4288,-0.1868,-0.0434,0.4069,0.0333,0,0.0,sart_4,sart_4,unmarked
791,2025-08-08 16:35:38.688000,2533.4,2534.5,2536.3,1.1,1.8,2.9,20.69,0.6111,0.3793,0.2237,-0.2887,2.8026,0.2034,-0.1604,0.0333,0.257,-0.0317,0,0.0,sart_4,sart_4,unmarked
792,2025-08-08 16:35:41.571000,2536.3,2538.85,2542.35,2.55,3.5,6.05,9.917,0.7286,0.4215,0.6005,-0.5977,7.5236,0.2355,-0.1708,-0.0317,0.5688,-0.0289,1,0.7,sart_4,sart_4,unmarked
793,2025-08-08 16:35:47.694000,2542.35,2543.55,2544.95,1.2,1.4,2.6,23.077,0.8571,0.4615,0.2606,-0.2504,3.2651,0.2172,-0.1789,-0.0289,0.2317,-0.0187,0,0.0,sart_4,sart_4,unmarked
794,2025-08-08 16:35:50.304000,2544.95,2545.85,2547.35,0.9,1.5,2.4,25.0,0.6,0.375,0.2063,-0.2006,2.5845,0.2292,-0.1337,-0.0187,0.1876,-0.013,0,0.0,sart_4,sart_4,unmarked
795,2025-08-08 16:35:52.699000,2547.35,2547.85,2548.35,0.5,0.5,1.0,60.0,1.0,0.5,0.3826,-0.2198,4.7938,0.7653,-0.4395,-0.013,0.3696,0.1499,0,0.0,sart_4,sart_4,unmarked
796,2025-08-08 16:35:53.687000,2548.35,2548.95,2550.55,0.6,1.6,2.2,27.273,0.375,0.2727,0.3089,-0.4598,3.8701,0.5148,-0.2874,0.1499,0.4588,-0.001,0,0.0,sart_4,sart_4,unmarked
797,2025-08-08 16:35:55.907000,2550.55,2551.75,2554.1,1.2,2.35,3.55,16.901,0.5106,0.338,0.2765,-0.2447,3.4643,0.2304,-0.1041,-0.001,0.2755,0.0308,0,0.0,sart_4,sart_4,unmarked
798,2025-08-08 16:35:59.391000,2554.1,2555.05,2556.55,0.95,1.5,2.45,24.49,0.6333,0.3878,0.4061,-0.3443,5.0874,0.4274,-0.2295,0.0308,0.4369,0.0926,0,0.0,sart_4,sart_4,unmarked
799,2025-08-08 16:36:01.885000,2556.55,2557.95,2559.55,1.4,1.6,3.0,20.0,0.875,0.4667,0.4205,-0.3975,5.2676,0.3003,-0.2485,0.0926,0.5131,0.1155,0,0.0,sart_4,sart_4,unmarked
800,2025-08-08 16:36:04.882000,2559.55,2560.65,2562.05,1.1,1.4,2.5,24.0,0.7857,0.44,0.3274,-0.355,4.1021,0.2977,-0.2536,0.1155,0.443,0.088,0,0.0,sart_4,sart_4,unmarked
801,2025-08-08 16:36:07.396000,2562.05,2563.1,2565.05,1.05,1.95,3.0,20.0,0.5385,0.35,0.2296,-0.272,2.8766,0.2187,-0.1395,0.088,0.3176,0.0456,0,0.0,sart_4,sart_4,unmarked
