breath,start_s,mid_s,peak_s,end_s,clock,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,n_holds,hold_dur_s,event_marker,phase,amp_local_median,amp_ratio,is_sigh,cv_cycle_w,succ_diff_w,autocorr1_w,arousal_index_z
1114,3705.05,3706.0,3706.5,3706.95,2025-08-08 16:55:10.400000,1.45,0.45,1.9,31.579,3.2222,0.7632,0.1175,-0.077,1.47227,0.081,1,0.3,prs_2_PRS-SHORT-8-Organized,prs_2,3.92874,0.375,0,0.5251,2.3524,0.2039,1.0253
1115,3706.95,3708.275,3707.75,3709.6,2025-08-08 16:55:12.290000,0.8,1.85,2.65,22.642,0.4324,0.3019,0.2472,-0.3349,3.0964,0.3089,0,0.0,prs_2_PRS-SHORT-8-Organized,prs_2,3.92874,0.788,0,0.5313,2.1881,0.2011,0.56
1116,3709.6,3713.825,3712.05,3718.05,2025-08-08 16:55:14.899000,2.45,6.0,8.45,7.101,0.4083,0.2899,0.3598,-0.4129,4.50783,0.1469,0,0.0,prs_2_PRS-SHORT-8-Organized,prs_2,3.92874,1.147,0,0.532,2.1595,0.2434,-0.2816
1117,3718.05,3719.425,3718.8,3720.8,2025-08-08 16:55:23.387000,0.75,2.0,2.75,21.818,0.375,0.2727,0.3054,-0.3092,3.82584,0.4072,1,0.7,prs_2_PRS-SHORT-8-Organized,prs_2,3.92874,0.974,0,0.5389,2.0738,0.2548,0.5398
1118,3720.8,3722.15,3721.85,3723.5,2025-08-08 16:55:26.090000,1.05,1.65,2.7,22.222,0.6364,0.3889,0.3538,-0.3231,4.43288,0.337,0,0.0,prs_2_PRS-SHORT-8-Organized,prs_2,4.17125,1.063,0,0.6389,2.4119,0.1629,0.884
1119,3723.5,3726.1,3724.65,3728.7,2025-08-08 16:55:28.791000,1.15,4.05,5.2,11.538,0.284,0.2212,0.4962,-0.4286,6.21627,0.4315,2,0.7,prs_2_PRS-SHORT-5-DemandAttention,prs_2,4.17125,1.49,0,0.6412,2.8381,0.0706,0.3113
1120,3728.7,3733.25,3730.3,3737.8,2025-08-08 16:55:33.978000,1.6,7.5,9.1,6.593,0.2133,0.1758,1.5322,-1.5804,19.19547,0.9576,1,2.0,prs_2_PRS-SHORT-5-DemandAttention,prs_2,3.91238,4.906,1,0.667,2.7476,0.1042,0.1259
1121,3737.8,3741.525,3738.55,3745.25,2025-08-08 16:55:43.096000,0.75,6.7,7.45,8.054,0.1119,0.1007,0.4621,-0.49,5.78977,0.6162,1,1.65,prs_2_PRS-SHORT-5-DemandAttention,prs_2,3.82584,1.513,0,0.6585,2.5952,0.0905,0.1779
1122,3745.25,3748.05,3746.15,3750.85,2025-08-08 16:55:50.571000,0.9,4.7,5.6,10.714,0.1915,0.1607,0.2366,-0.2489,2.96384,0.2629,1,0.55,prs_2_PRS-SHORT-5-DemandAttention,prs_2,3.91238,0.758,0,0.6293,2.6381,0.0884,0.2282
1123,3750.85,3752.175,3752.0,3753.5,2025-08-08 16:55:56.207000,1.15,1.5,2.65,22.642,0.7667,0.434,0.3841,-0.2936,4.81188,0.334,0,0.0,prs_2_PRS-SHORT-6-GetAway,prs_2,3.82584,1.258,0,0.6557,2.6405,0.0859,0.961
1124,3753.5,3755.55,3754.0,3757.6,2025-08-08 16:55:58.793000,0.5,3.6,4.1,14.634,0.1389,0.122,0.2952,-0.3468,3.69849,0.5904,0,0.0,prs_2_PRS-SHORT-6-GetAway,prs_2,4.4289,0.835,0,0.6267,2.5714,0.0549,0.4327
1125,3757.6,3759.2,3758.5,3760.8,2025-08-08 16:56:02.990000,0.9,2.3,3.2,18.75,0.3913,0.2813,0.3727,-0.3859,4.66981,0.4142,0,0.0,prs_2_PRS-SHORT-6-GetAway,prs_2,4.4289,1.054,0,0.6285,2.619,0.0444,0.662
1126,3760.8,3762.025,3762.55,3763.25,2025-08-08 16:56:06.085000,1.75,0.7,2.45,24.49,2.5,0.7143,0.1644,-0.199,2.0594,0.0939,1,0.6,prs_2_PRS-SHORT-6-GetAway,prs_2,4.4289,0.465,0,0.6336,2.6071,0.1377,0.9901
1127,3763.25,3765.05,3764.65,3766.85,2025-08-08 16:56:08.595000,1.4,2.2,3.6,16.667,0.6364,0.3889,0.377,-0.3762,4.72302,0.2693,1,0.25,prs_2_PRS-SHORT-6-GetAway,prs_2,3.82584,1.235,0,0.6358,2.3714,0.2035,0.5724
1128,3766.85,3773.075,3773.35,3779.3,2025-08-08 16:56:12.202000,6.5,5.95,12.45,4.819,1.0924,0.5221,0.78,-0.6792,9.77154,0.12,0,0.0,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,4.38936,2.226,1,0.6153,2.2143,0.1784,-0.137
1129,3779.3,3780.9,3780.7,3782.5,2025-08-08 16:56:24.586000,1.4,1.8,3.2,18.75,0.7778,0.4375,0.2615,-0.268,3.27555,0.1868,1,0.3,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,3.69849,0.886,0,0.6305,2.3929,0.163,0.6684
1130,3782.5,3783.775,3783.65,3785.05,2025-08-08 16:56:27.767000,1.15,1.4,2.55,23.529,0.8214,0.451,0.1146,-0.139,1.43572,0.0997,1,0.45,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,3.28285,0.437,0,0.6794,2.3048,0.1893,1.0855
1131,3785.05,3786.525,3786.6,3788.0,2025-08-08 16:56:30.376000,1.55,1.4,2.95,20.339,1.1071,0.5254,0.203,-0.252,2.54338,0.131,0,0.0,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,3.28285,0.775,0,0.6637,2.2119,0.0623,0.8617
1132,3788.0,3790.15,3789.1,3792.3,2025-08-08 16:56:33.288000,1.1,3.2,4.3,13.953,0.3437,0.2558,0.4167,-0.4945,5.21996,0.3788,1,0.5,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,3.28285,1.59,0,0.6496,2.2405,-0.0154,0.4695
1133,3792.3,3793.3,3793.3,3794.3,2025-08-08 16:56:37.584000,1.0,1.0,2.0,30.0,1.0,0.5,0.262,-0.2283,3.28285,0.262,0,0.0,prs_2_PRS-SHORT-3-HardToBeBored,prs_2,3.37533,0.973,0,0.6577,2.2286,0.0543,1.367
1134,3794.3,3795.95,3795.4,3797.6,2025-08-08 16:56:39.586000,1.1,2.2,3.3,18.182,0.5,0.3333,0.3535,-0.2925,4.4289,0.3214,0,0.0,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.37533,1.312,0,0.6403,2.1976,0.078,0.6692
1135,3797.6,3798.5,3798.75,3799.4,2025-08-08 16:56:42.888000,1.15,0.65,1.8,33.333,1.7692,0.6389,0.1078,-0.0829,1.35054,0.0937,1,0.55,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.37533,0.4,0,0.6943,2.4143,0.1087,1.6659
1136,3799.4,3800.55,3799.8,3801.7,2025-08-08 16:56:44.694000,0.4,1.9,2.3,26.087,0.2105,0.1739,0.2098,-0.2268,2.62856,0.5245,1,0.3,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.37533,0.779,0,0.6807,2.6476,0.1101,1.2286
1137,3801.7,3803.275,3803.55,3804.85,2025-08-08 16:56:46.994000,1.85,1.3,3.15,19.048,1.4231,0.5873,0.0963,-0.1644,1.20602,0.052,1,0.25,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.71157,0.325,0,0.6576,2.6167,0.1051,0.7719
1138,3804.85,3807.625,3806.05,3810.4,2025-08-08 16:56:50.178000,1.2,4.35,5.55,10.811,0.2759,0.2162,0.3504,-0.3404,4.38936,0.292,1,0.6,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.37533,1.3,0,0.6586,2.619,0.187,0.3279
1139,3810.4,3811.275,3811.3,3812.15,2025-08-08 16:56:55.667000,0.9,0.85,1.75,34.286,1.0588,0.5143,0.1777,-0.0694,2.22593,0.1974,0,0.0,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.37533,0.659,0,0.5419,2.3048,0.3021,1.2265
1140,3812.15,3812.7,3812.45,3813.25,2025-08-08 16:56:57.473000,0.3,0.8,1.1,54.545,0.375,0.2727,0.1255,-0.1174,1.57179,0.4182,1,0.65,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.71157,0.423,0,0.5381,1.9119,0.3294,2.3143
1141,3813.25,3814.775,3814.05,3816.3,2025-08-08 16:56:58.580000,0.8,2.25,3.05,19.672,0.3556,0.2623,0.2694,-0.3408,3.37533,0.3368,1,0.85,prs_2_PRS-SHORT-9-ProperPlace,prs_2,3.71157,0.909,0,0.5488,2.1119,0.2342,0.4552
1142,3816.3,3818.95,3818.4,3821.6,2025-08-08 16:57:01.580000,2.1,3.2,5.3,11.321,0.6563,0.3962,1.3574,-1.0122,17.00637,0.6464,1,1.65,prs_2_PRS-SHORT-2-InterestingThings,prs_2,4.38936,3.874,1,0.5352,2.2929,0.1843,-0.0421
1143,3821.6,3825.05,3822.7,3828.5,2025-08-08 16:57:06.894000,1.1,5.8,6.9,8.696,0.1897,0.1594,0.6838,-1.0536,8.56684,0.6216,1,3.15,prs_2_PRS-SHORT-2-InterestingThings,prs_2,4.21287,2.033,1,0.5503,2.3881,0.1576,-0.136
1144,3828.5,3830.8,3829.4,3833.1,2025-08-08 16:57:13.786000,0.9,3.7,4.6,13.043,0.2432,0.1957,0.3953,-0.3792,4.95198,0.4392,1,0.35,prs_2_PRS-SHORT-2-InterestingThings,prs_2,4.21287,1.175,0,0.5247,2.3429,0.141,0.0175
1145,3833.1,3838.4,3836.6,3843.7,2025-08-08 16:57:18.378000,3.5,7.1,10.6,5.66,0.493,0.3302,1.5098,-1.4768,18.91495,0.4314,0,0.0,prs_2_PRS-SHORT-2-InterestingThings,prs_2,3.71157,5.096,1,0.5187,2.2881,0.1206,-0.4027
1146,3843.7,3846.1,3844.1,3848.5,2025-08-08 16:57:28.972000,0.4,4.4,4.8,12.5,0.0909,0.0833,0.2963,-0.3148,3.71157,0.7406,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,3.71157,1.0,0,0.4865,2.2452,0.0656,-0.1351
1147,3848.5,3850.85,3849.4,3853.2,2025-08-08 16:57:33.795000,0.9,3.8,4.7,12.766,0.2368,0.1915,0.4361,-0.4511,5.46328,0.4845,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,4.21287,1.297,0,0.5108,2.3881,0.03,-0.0423
1148,3853.2,3854.95,3855.3,3856.7,2025-08-08 16:57:38.474000,2.1,1.4,3.5,17.143,1.5,0.6,0.1694,-0.1988,2.12192,0.0807,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,4.38936,0.483,0,0.5103,2.45,0.0856,0.1938
1149,3856.7,3859.575,3857.75,3862.45,2025-08-08 16:57:41.984000,1.05,4.7,5.75,10.435,0.2234,0.1826,0.3846,-0.4152,4.81804,0.3663,0,0.0,prs_2_PRS-SHORT-1-Fascinating,prs_2,4.21287,1.144,0,0.5479,2.4119,0.1481,-0.0493
1150,3862.45,3865.825,3864.05,3869.2,2025-08-08 16:57:47.783000,1.6,5.15,6.75,8.889,0.3107,0.237,0.4602,-0.3692,5.76598,0.2876,1,0.65,prs_2_PRS-SHORT-7-ClearOrder,prs_2,4.21287,1.369,0,0.5135,2.4333,0.0236,-0.2441
1151,3869.2,3870.15,3869.55,3871.1,2025-08-08 16:57:54.502000,0.35,1.55,1.9,31.579,0.2258,0.1842,0.1467,-0.1849,1.83806,0.4192,0,0.0,prs_2_PRS-SHORT-7-ClearOrder,prs_2,4.41353,0.416,0,0.4795,2.5357,-0.0543,0.8784
1152,3871.1,3874.15,3872.2,3877.2,2025-08-08 16:57:56.394000,1.1,5.0,6.1,9.836,0.22,0.1803,0.3523,-0.3341,4.41353,0.3203,0,0.0,prs_2_PRS-SHORT-7-ClearOrder,prs_2,4.41353,1.0,0,0.4654,2.5262,-0.0461,-0.3477
1153,3877.2,3878.575,3877.7,3879.95,2025-08-08 16:58:02.482000,0.5,2.25,2.75,21.818,0.2222,0.1818,0.3363,-0.3454,4.21287,0.6725,0,0.0,prs_2_PRS-SHORT-7-ClearOrder,prs_2,4.41353,0.955,0,0.4772,2.5619,-0.0552,0.3409
1154,3879.95,3882.0,3883.15,3884.05,2025-08-08 16:58:05.272000,3.2,0.9,4.1,14.634,3.5556,0.7805,0.1381,-0.2202,1.72988,0.0431,1,0.75,prs_2_PRS-SHORT-7-ClearOrder,prs_2,4.21287,0.411,0,0.4863,2.7,-0.097,-0.0198
1155,3884.05,3886.025,3885.3,3888.0,2025-08-08 16:58:09.383000,1.25,2.7,3.95,15.19,0.463,0.3165,0.2626,-0.1596,3.28952,0.2101,0,0.0,prs_2_PRS-SHORT-10-Exploration,prs_2,3.86161,0.852,0,0.486,2.6548,-0.1349,0.0094
1156,3888.0,3890.275,3890.1,3892.55,2025-08-08 16:58:13.282000,2.1,2.45,4.55,13.187,0.8571,0.4615,0.2565,-0.1964,3.21336,0.1221,1,0.25,prs_2_PRS-SHORT-10-Exploration,prs_2,3.72113,0.864,0,0.4319,2.5357,-0.1879,-0.2737
1157,3892.55,3893.075,3893.1,3893.6,2025-08-08 16:58:17.894000,0.55,0.5,1.05,57.143,1.1,0.5238,0.7701,-0.4672,9.64837,1.4002,0,0.0,prs_2_PRS-SHORT-10-Exploration,prs_2,3.86161,2.499,0,0.4814,2.5976,-0.3219,2.2726
1158,3893.6,3895.2,3894.15,3896.8,2025-08-08 16:58:18.884000,0.55,2.65,3.2,18.75,0.2075,0.1719,0.4053,-0.4036,5.07774,0.7369,1,0.5,prs_2_PRS-SHORT-10-Exploration,prs_2,3.86161,1.315,0,0.4811,2.7738,-0.3222,0.1869
1159,3896.8,3897.6,3897.45,3898.4,2025-08-08 16:58:22.100000,0.65,0.95,1.6,37.5,0.6842,0.4062,0.3082,-0.2764,3.86161,0.4742,1,0.85,prs_2_PRS-SHORT-10-Exploration,prs_2,4.21287,0.917,0,0.4854,2.8,-0.3194,1.2189
1160,3898.4,3901.325,3899.7,3904.25,2025-08-08 16:58:23.684000,1.3,4.55,5.85,10.256,0.2857,0.2222,0.297,-0.6916,3.72113,0.2285,1,0.7,prs_2_PRS-SHORT-10-Exploration,prs_2,3.86161,0.964,0,0.5372,2.8,-0.3286,-0.0935
1161,3904.25,3905.775,3905.35,3907.3,2025-08-08 16:58:29.563000,1.1,1.95,3.05,19.672,0.5641,0.3607,0.4062,-0.3066,5.08856,0.3692,0,0.0,prs_2_PRS-SHORT-10-Exploration,prs_2,3.72113,1.367,0,0.5793,2.7524,-0.1447,0.5535
1162,3907.3,3909.7,3908.05,3912.1,2025-08-08 16:58:32.568000,0.75,4.05,4.8,12.5,0.1852,0.1563,0.1921,-0.3764,2.40619,0.2561,1,0.35,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,3.72113,0.647,0,0.5873,2.5524,-0.0151,0.1898
1163,3912.1,3916.0,3913.5,3919.9,2025-08-08 16:58:37.370000,1.4,6.4,7.8,7.692,0.2188,0.1795,1.2848,-1.2561,16.09642,0.9177,1,1.0,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,3.28952,4.893,1,0.5826,2.5286,-0.0304,-0.0864
1164,3919.9,3921.55,3922.15,3923.2,2025-08-08 16:58:45.197000,2.25,1.05,3.3,18.182,2.1429,0.6818,0.214,-0.2086,2.68152,0.0951,0,0.0,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,3.28952,0.815,0,0.5954,2.5238,-0.0546,0.5245
1165,3923.2,3925.525,3924.9,3927.85,2025-08-08 16:58:48.497000,1.7,2.95,4.65,12.903,0.5763,0.3656,0.1609,-0.1566,2.01609,0.0947,0,0.0,prs_2_PRS-SHORT-4-RefugeNuisances,prs_2,3.72113,0.542,0,0.615,2.4738,-0.0325,0.301
1166,3927.85,3931.925,3929.7,3936.0,2025-08-08 16:58:53.180000,1.85,6.3,8.15,7.362,0.2937,0.227,0.2168,-0.2405,2.71592,0.1172,2,1.95,sart_6,sart_6,3.86161,0.703,0,0.629,2.481,-0.0254,0.0452
1167,3936.0,3936.525,3936.6,3937.05,2025-08-08 16:59:01.284000,0.6,0.45,1.05,57.143,1.3333,0.5714,0.9612,-0.4233,12.04201,1.602,0,0.0,sart_6,sart_6,3.86161,3.118,0,0.6393,2.4714,0.0083,2.7815
1168,3937.05,3939.475,3937.4,3941.9,2025-08-08 16:59:02.390000,0.35,4.5,4.85,12.371,0.0778,0.0722,0.4333,-1.076,5.42845,1.238,1,0.55,sart_6,sart_6,3.86161,1.406,0,0.5964,2.3476,-0.0014,0.2121
1169,3941.9,3943.45,3943.9,3945.0,2025-08-08 16:59:07.184000,2.0,1.1,3.1,19.355,1.8182,0.6452,0.383,-0.3412,4.79798,0.1915,0,0.0,sart_6,sart_6,3.86161,1.242,0,0.61,2.3238,-0.0135,0.6352
1170,3945.0,3945.425,3945.6,3945.85,2025-08-08 16:59:10.284000,0.6,0.25,0.85,70.588,2.4,0.7059,0.2005,-0.1861,2.5123,0.3342,0,0.0,sart_6,sart_6,4.79798,0.524,0,0.5798,2.3262,0.0354,3.3198
1171,3945.85,3946.275,3946.35,3946.7,2025-08-08 16:59:11.182000,0.5,0.35,0.85,70.588,1.4286,0.5882,0.2014,-0.1285,2.52376,0.4029,0,0.0,sart_6,sart_6,5.08856,0.496,0,0.6156,2.25,0.0357,3.4352
1172,3946.7,3947.45,3946.95,3948.2,2025-08-08 16:59:11.993000,0.25,1.25,1.5,40.0,0.2,0.1667,0.1238,-0.229,1.5509,0.4952,1,0.25,sart_6,sart_6,5.42845,0.286,0,0.6334,2.419,-0.0622,1.8317
1173,3948.2,3950.8,3949.05,3953.4,2025-08-08 16:59:13.489000,0.85,4.35,5.2,11.538,0.1954,0.1635,0.1691,-0.0508,2.11859,0.1989,1,0.3,sart_6,sart_6,5.42845,0.39,0,0.6457,2.5571,-0.1545,0.3258
1174,3953.4,3954.375,3954.6,3955.35,2025-08-08 16:59:18.680000,1.2,0.75,1.95,30.769,1.6,0.6154,2.5755,-1.4301,32.26639,2.1462,1,0.65,sart_6,sart_6,4.79798,6.725,1,0.6154,2.5429,-0.18,1.2724
1175,3955.35,3956.475,3956.3,3957.6,2025-08-08 16:59:20.684000,0.95,1.3,2.25,26.667,0.7308,0.4222,1.0771,-1.5949,13.49468,1.1338,0,0.0,sart_6,sart_6,4.79798,2.813,1,0.6179,2.45,-0.1834,1.0577
1176,3957.6,3958.875,3959.25,3960.15,2025-08-08 16:59:22.877000,1.65,0.9,2.55,23.529,1.8333,0.6471,1.2477,-1.1695,15.63202,0.7562,1,0.8,sart_6,sart_6,4.79798,3.258,1,0.6343,2.4167,-0.3142,0.9402
1177,3960.15,3961.625,3962.0,3963.1,2025-08-08 16:59:25.488000,1.85,1.1,2.95,20.339,1.6818,0.6271,0.2909,-0.3137,3.64482,0.1573,0,0.0,sart_6,sart_6,4.79798,0.76,0,0.5753,2.269,-0.2092,0.5768
1178,3963.1,3965.025,3964.1,3966.95,2025-08-08 16:59:28.401000,1.0,2.85,3.85,15.584,0.3509,0.2597,0.4816,-0.5847,6.03351,0.4816,1,0.45,sart_6,sart_6,3.77145,1.6,0,0.5386,1.9429,-0.1555,0.2003
1179,3966.95,3968.05,3968.2,3969.15,2025-08-08 16:59:32.299000,1.25,0.95,2.2,27.273,1.3158,0.5682,0.6947,-0.7011,8.70325,0.5557,1,0.85,sart_6,sart_6,3.77145,2.308,1,0.5398,1.7762,-0.1649,0.8389
1180,3969.15,3971.075,3972.3,3973.0,2025-08-08 16:59:34.493000,3.15,0.7,3.85,15.584,4.5,0.8182,1.6551,-1.9362,20.73545,0.5254,0,0.0,sart_6,sart_6,3.77145,5.498,1,0.5406,1.7048,-0.1673,0.2068
1181,3973.0,3973.6,3973.35,3974.2,2025-08-08 16:59:38.270000,0.35,0.85,1.2,50.0,0.4118,0.2917,0.4485,-0.5974,5.61848,1.2813,0,0.0,sart_6,sart_6,3.8224,1.47,0,0.4986,1.6,-0.2979,1.9402
1182,3974.2,3977.975,3979.2,3981.75,2025-08-08 16:59:39.468000,5.0,2.55,7.55,7.947,1.9608,0.6623,0.5645,-0.7155,7.07228,0.1129,1,0.45,sart_6,sart_6,3.84916,1.837,0,0.4567,1.6048,-0.4223,-0.4783
1183,3981.75,3983.2,3982.75,3984.65,2025-08-08 16:59:47.093000,1.0,1.9,2.9,20.69,0.5263,0.3448,0.247,-0.2592,3.09497,0.247,1,0.4,sart_6,sart_6,3.90128,0.793,0,0.4326,1.5738,-0.3643,0.1359
1184,3984.65,3987.45,3986.95,3990.25,2025-08-08 16:59:50.002000,2.3,3.3,5.6,10.714,0.697,0.4107,0.297,-0.2764,3.72118,0.1291,1,0.55,sart_6,sart_6,4.0304,0.923,0,0.4254,1.4024,-0.3172,-0.429
1185,3990.25,3991.775,3991.3,3993.3,2025-08-08 16:59:55.574000,1.05,2.0,3.05,19.672,0.525,0.3443,0.2689,-0.2671,3.36888,0.2561,1,0.45,sart_6,sart_6,3.90128,0.864,0,0.4116,1.2524,-0.3565,0.013
1186,3993.3,3994.5,3994.4,3995.7,2025-08-08 16:59:58.580000,1.1,1.3,2.4,25.0,0.8462,0.4583,0.301,-0.2821,3.77145,0.2737,0,0.0,sart_6,sart_6,3.85372,0.979,0,0.4077,1.2548,-0.3716,0.2897
1187,3995.7,3997.1,3997.15,3998.5,2025-08-08 17:00:00.974000,1.45,1.35,2.8,21.429,1.0741,0.5179,0.2963,-0.2928,3.71201,0.2043,0,0.0,sart_6,sart_6,3.85372,0.963,0,0.402,1.269,-0.3743,0.0774
1188,3998.5,4000.025,4000.0,4001.55,2025-08-08 17:00:03.767000,1.5,1.55,3.05,19.672,0.9677,0.4918,0.2637,-0.2769,3.30417,0.1758,1,0.35,sart_6,sart_6,3.85372,0.857,0,0.4025,1.2595,-0.3708,-0.0163
1189,4001.55,4002.925,4002.7,4004.3,2025-08-08 17:00:06.888000,1.15,1.6,2.75,21.818,0.7187,0.4182,0.3114,-0.3013,3.90128,0.2708,0,0.0,sart_6,sart_6,3.85372,1.012,0,0.4036,1.231,-0.3581,0.1037
1190,4004.3,4005.8,4005.4,4007.3,2025-08-08 17:00:09.593000,1.1,1.9,3.0,20.0,0.5789,0.3667,0.3051,-0.3142,3.8224,0.2774,1,0.4,sart_6,sart_6,3.85372,0.992,0,0.3935,1.1643,-0.3451,-0.0275
1191,4007.3,4008.775,4008.5,4010.25,2025-08-08 17:00:12.585000,1.2,1.75,2.95,20.339,0.6857,0.4068,0.3072,-0.3054,3.84916,0.256,0,0.0,sart_6,sart_6,3.84916,1.0,0,0.3982,1.0952,-0.3212,0.006
1192,4010.25,4011.675,4011.35,4013.1,2025-08-08 17:00:15.529000,1.1,1.75,2.85,21.053,0.6286,0.386,0.3217,-0.3054,4.0304,0.2925,1,0.4,sart_6,sart_6,3.8224,1.054,0,0.3646,0.9714,-0.025,-0.0635
1193,4013.1,4014.525,4014.3,4015.95,2025-08-08 17:00:18.391000,1.2,1.65,2.85,21.053,0.7273,0.4211,0.3436,-0.3531,4.30427,0.2863,0,0.0,sart_6,sart_6,3.81473,1.128,0,0.2082,0.6762,0.0129,-0.5676
1194,4015.95,4017.325,4017.1,4018.7,2025-08-08 17:00:21.219000,1.15,1.6,2.75,21.818,0.7188,0.4182,0.349,-0.3387,4.37192,0.3034,1,0.25,sart_6,sart_6,3.8224,1.144,0,0.2118,0.4738,0.1594,-0.5144
1195,4018.7,4020.125,4019.85,4021.55,2025-08-08 17:00:24.003000,1.15,1.7,2.85,21.053,0.6765,0.4035,0.3076,-0.3167,3.85372,0.2675,0,0.0,sart_6,sart_6,3.8224,1.008,0,0.069,0.3571,-0.1935,-1.0162
1196,4021.55,4022.8,4022.65,4024.05,2025-08-08 17:00:26.922000,1.1,1.4,2.5,24.0,0.7857,0.44,0.3045,-0.2922,3.81473,0.2768,0,0.0,sart_6,sart_6,3.84916,0.991,0,0.07,0.2452,-0.0656,-0.853
1197,4024.05,4025.6,4025.35,4027.15,2025-08-08 17:00:29.323000,1.3,1.8,3.1,19.355,0.7222,0.4194,0.3131,-0.2941,3.92274,0.2409,1,0.45,sart_6,sart_6,3.84916,1.019,0,0.0632,0.2381,-0.2046,-1.1271
1198,4027.15,4028.6,4027.95,4030.05,2025-08-08 17:00:32.506000,0.8,2.1,2.9,20.69,0.381,0.2759,0.2459,-0.3028,3.08055,0.3074,1,0.5,sart_6,sart_6,3.84916,0.8,0,0.1455,0.3095,-0.3534,-0.7894
1199,4030.05,4031.65,4031.15,4033.25,2025-08-08 17:00:35.424000,1.1,2.1,3.2,18.75,0.5238,0.3437,0.3105,-0.2819,3.88965,0.2822,1,0.6,sart_6,sart_6,3.84916,1.011,0,0.1446,0.3786,-0.2204,-0.8976
1200,4033.25,4034.725,4034.5,4036.2,2025-08-08 17:00:38.597000,1.25,1.7,2.95,20.339,0.7353,0.4237,0.3318,-0.335,4.15685,0.2654,0,0.0,sart_6,sart_6,3.8224,1.087,0,0.1445,0.369,-0.2189,-0.8116
1201,4036.2,4037.575,4037.35,4038.95,2025-08-08 17:00:41.515000,1.15,1.6,2.75,21.818,0.7188,0.4182,0.303,-0.301,3.79665,0.2635,0,0.0,sart_6,sart_6,3.81473,0.995,0,0.1477,0.3762,-0.2346,-0.721
1202,4038.95,4040.35,4040.05,4041.75,2025-08-08 17:00:44.302000,1.1,1.7,2.8,21.429,0.6471,0.3929,0.2972,-0.3071,3.72361,0.2702,0,0.0,sart_6,sart_6,3.81473,0.976,0,0.1492,0.3786,-0.2122,-0.7373
1203,4041.75,4043.225,4043.0,4044.7,2025-08-08 17:00:47.037000,1.25,1.7,2.95,20.339,0.7353,0.4237,0.2982,-0.3223,3.73543,0.2385,0,0.0,sart_6,sart_6,3.79665,0.984,0,0.1501,0.3976,-0.2325,-0.7936
1204,4044.7,4045.975,4045.8,4047.25,2025-08-08 17:00:50.033000,1.1,1.45,2.55,23.529,0.7586,0.4314,0.3157,-0.2532,3.95506,0.287,1,0.25,sart_6,sart_6,3.79413,1.042,0,0.1502,0.4119,-0.2335,-0.6201
1205,4047.25,4048.65,4048.35,4050.05,2025-08-08 17:00:52.528000,1.1,1.7,2.8,21.429,0.6471,0.3929,0.2656,-0.2922,3.32789,0.2415,0,0.0,sart_6,sart_6,3.73543,0.891,0,0.1503,0.4071,-0.2346,-0.7338
1206,4050.05,4051.35,4051.1,4052.65,2025-08-08 17:00:55.317000,1.05,1.55,2.6,23.077,0.6774,0.4038,0.3098,-0.3089,3.88069,0.295,0,0.0,sart_6,sart_6,3.72361,1.042,0,0.1502,0.4071,-0.2287,-0.6446
1207,4052.65,4054.2,4053.8,4055.75,2025-08-08 17:00:57.921000,1.15,1.95,3.1,19.355,0.5897,0.371,0.2947,-0.2532,3.69247,0.2563,0,0.0,sart_6,sart_6,3.69247,1.0,0,0.1485,0.3952,-0.2095,-0.8522
1208,4055.75,4056.35,4056.55,4056.95,2025-08-08 17:01:01.169000,0.8,0.4,1.2,50.0,2.0,0.6667,0.3028,-0.1076,3.79413,0.3786,0,0.0,sart_6,sart_6,3.61033,1.051,0,0.1464,0.3738,-0.2379,0.8051
1209,4056.95,4058.4,4057.65,4059.85,2025-08-08 17:01:02.338000,0.7,2.2,2.9,20.69,0.3182,0.2414,0.1879,-0.4213,2.35462,0.2685,1,0.3,sart_6,sart_6,3.69247,0.638,0,0.5143,0.6881,0.0092,0.3993
1210,4059.85,4061.25,4060.95,4062.65,2025-08-08 17:01:05.125000,1.1,1.7,2.8,21.429,0.6471,0.3929,0.2882,-0.3014,3.61033,0.262,0,0.0,sart_6,sart_6,3.61033,1.0,0,0.5122,0.9524,0.1054,0.4326
